checkpoint,fv_similarity_drift_mad,spearman_to_final_geometry
1000,0.16494605802998052,0.7678571428571428
5000,0.36457244079764867,-0.3107142857142856
10000,0.3429683915145965,-0.4928571428571427
20000,0.30296705485519837,0.1464285714285714
50000,0.2630612639386494,0.41785714285714276
100000,0.0,1.0
