checkpoint_order,spearman_to_final,p_value,n_tasks
1000,0.5797710356524484,0.22778395671501608,6
3000,0.9276336570439175,0.007665844187473165,6
6000,0.9276336570439175,0.007665844187473165,6
10000,0.9856107606091623,0.0003090856678496699,6
20000,0.9856107606091623,0.0003090856678496699,6
50000,0.9856107606091623,0.0003090856678496699,6
100000,1.0,0.0,6
